idArticulo,nombreIdArticulo,idAreaCon
0ab112d41c934f,SUM_SA_005_0304,071b4c8a04e740
81674d7c7bab4c,SUM_SA_005_0006,6ff5d68fca8949
47ccaa275a7a47,SUM_SA_005_0364,071b4c8a04e740
af56907d50b94a,SUM_SA_005_0226,071b4c8a04e740
ac83f9ebd01148,CLS_SA_005_0042,bdd1287a449644
fc05d915266b4a,CLS_SA_005_0040,89a6c8820df042
259f893f99a944,CEM_SA_005_0581,071b4c8a04e740
4905a5d7583845,SUM_SA_005_0071,c8aab43657414c
876bec10227e48,SUM_SA_005_0202,2602de7301204f
4de39398bde84a,SUM_SA_005_0101,b8da3ffa6b1645
4c8a834f37ed44,SUM_SA_005_0090,bdd1287a449644
2.58E+13,ODI_SA_005_0025,9c47a6932ee64b
6b2bfa3144814a,SUM_SA_005_0018,d0a7c1db33234f
99f5cfe995e842,SUM_SA_005_0272,2602de7301204f
437e96d6aacc41,SUM_SA_005_0317,071b4c8a04e740
df4d24b13b8a46,ODI_SA_005_0003,d0a7c1db33234f
1a022aa154bd4e,SUM_SA_005_0290,071b4c8a04e740
095fe5f94fe840,ODI_SA_005_0018,9c47a6932ee64b
b4cc8336ed424e,ODI_SA_005_0008,84e62757f30143
d47b4f062fc443,SUM_SA_005_0271,a439f7ee220f44
0376b0b0206f42,ODI_SA_005_0016,9c47a6932ee64b
3e81c2cdf50d40,SUM_SA_005_0088,bdd1287a449644
1971cd167b4f4e,SUM_SA_005_0026,c8aab43657414c
7e925538a6d34d,SUM_SA_005_0329,071b4c8a04e740
fc1cb536f1c54b,SUM_SA_005_0061,c8aab43657414c
c715f9f8c0ae4b,SUM_SA_005_0309,071b4c8a04e740
54b17b09170c4c,GRA_SA_005_0006,bdd1287a449644
3ce092ec7b9a47,SUM_SA_005_0328,071b4c8a04e740
25b475929c5848,GRA_SA_005_0005,bdd1287a449644
5da55889576343,SUM_SA_005_0276,d6e7881e0b754d
a40d13c94fa544,SUM_SA_005_0053,d0a7c1db33234f
48963291ba7d48,SUM_SA_005_0249,071b4c8a04e740
e9127aab3b2540,SUM_SA_005_0105,071b4c8a04e740
068b2ff2057046,CEM_SA_005_0572,071b4c8a04e740
09d273a47dce44,ODI_SA_005_0002,c8aab43657414c
2f8d2bfad74448,SUM_SA_005_0322,071b4c8a04e740
80ffff39efaf46,SUM_SA_005_0195,d6e8174453d24e
954071e0531e4b,CEM_SA_005_0573,071b4c8a04e740
8dbd49974ace49,CLS_SA_005_0034,c8aab43657414c
423c88e077404f,SUM_SA_005_0205,bdd1287a449644
bfaeb17d46f34b,SUM_SA_005_0352,071b4c8a04e740
bca4fb6debf441,ODI_SA_005_0007,071b4c8a04e740
f02241cad1b048,SUM_SA_005_0196,071b4c8a04e740
cd019e05242c48,SUM_SA_005_0065,d0a7c1db33234f
69490cd75e8349,SUM_SA_005_0010,d0a7c1db33234f
8e7a39efed6847,SUM_SA_005_0343,b8da3ffa6b1645
7eb7d4894cd241,SUM_SA_005_0277,68c863d033bc46
713a1fc34fbd49,SUM_SA_005_0297,071b4c8a04e740
b0a59483848c44,SUM_SA_005_0211,73c5ca184fbf43
2d6fbd1078f04b,SUM_SA_005_0387,071b4c8a04e740
8a76315ba20146,CLS_SA_005_0044,0
c87ac9ce23af4d,ODI_SA_005_0017,9c47a6932ee64b
6ab38712b64a47,SUM_SA_005_0391,071b4c8a04e740
9c7c8aa6ace540,SUM_SA_005_0294,a439f7ee220f44
301d2e5c96a846,SUM_SA_005_0267,071b4c8a04e740
e91be64e69ee4d,CLS_SA_005_0030,b7f1bf97db094e
d5cd0aaf96d145,SUM_SA_005_0219,071b4c8a04e740
cecd81b8a3e845,CEM_SA_005_0222,bdd1287a449644
2f2fe1c7fa9341,SUM_SA_005_0229,bdd1287a449644
420d3036a20d4d,SUM_SA_005_0083,89a6c8820df042
ba6490b2a39443,SUM_SA_005_0382,bdd1287a449644
2aa5d92356c24e,SUM_SA_005_0274,071b4c8a04e740
fe46fe47dc374e,ODI_SA_005_0005,071b4c8a04e740
568565d9fc1449,CEM_SA_005_0574,bdd1287a449644
0c3b28f669994a,CEM_SA_005_0228,bdd1287a449644
af2dad0d029b42,SUM_SA_005_0214,708a729ab35846
f7543e8163bd4e,SUM_SA_005_0360,071b4c8a04e740
bf5f1e53409644,SUM_SA_005_0351,071b4c8a04e740
9d833d1820f949,SUM_SA_005_0347,071b4c8a04e740
154e936087d34e,ODI_SA_005_0009,bdd1287a449644
094152cda7ec49,SUM_SA_005_0331,071b4c8a04e740
7ddd2639f4a04d,SUM_SA_005_0383,071b4c8a04e740
9975ebbcbfdc4e,SUM_SA_005_0204,9c47a6932ee64b
4e010ae888b640,SUM_SA_005_0381,071b4c8a04e740
717cbe4939224e,SUM_SA_005_0056,d0a7c1db33234f
9bc2d6cbdc124c,SUM_SA_005_0368,301d002e88f04b
a44d8dd3f59e43,ODI_SA_005_0001,6ff5d68fca8949
cfd86093b8ee4e,CLS_SA_005_0061,071b4c8a04e740
e24923a814414b,CLS_SA_005_0029,c8aab43657414c
bb20778c156848,CEM_SA_005_0577,bdd1287a449644
7c0fa7babb5142,SUM_SA_005_0222,071b4c8a04e740
510eb73c436d43,SUM_SA_005_0085,99143997724d47
b0ef4c7a22624a,ODI_SA_005_0028,9c47a6932ee64b
b4caf4fcf51a4a,CEM_SA_001_0215,9c47a6932ee64b
151ee5caf46742,SUM_SA_005_0210,bdd1287a449644
a7233514c7c14d,CLS_SA_005_0055,1ac3f0b2f1a042
2ea90b8bf2724a,ODI_SA_005_0004,d0a7c1db33234f
efc9c0b7902d4e,SUM_SA_005_0099,9c47a6932ee64b
6d04809dec0449,SUM_SA_005_0213,071b4c8a04e740
052c0c2f44bf4b,GRA_SA_005_0001,d436305f2a954f
32fb8505d6644f,SUM_SA_005_0058,b7f1bf97db094e
0a7dcc74c56e4e,SUM_SA_005_0203,99143997724d47
37d1f32e133244,SUM_SA_005_0173,bdd1287a449644
3de7933d05c149,SUM_SA_005_0064,b7f1bf97db094e
41879f0b44794b,SUM_SA_005_0287,bdd1287a449644
9aa3ac27fdf342,SUM_SA_005_0231,bdd1287a449644
a1b166cdb67446,SUM_SA_005_0359,071b4c8a04e740
29e25601aeef42,SUM_SA_005_0312,071b4c8a04e740
37cdd29d19114e,SUM_SA_005_0200,bdd1287a449644
1b9c2b00652d4c,SUM_SA_005_0311,bdd1287a449644
53ad8c05292143,CEM_SA_005_0001,6ff5d68fca8949
cbb710c0ab9142,SUM_SA_005_0066,b7f1bf97db094e
2658a2c7e50c4d,SUM_SA_005_0022,c8aab43657414c
ed4b0e3917054d,ODI_SA_005_0021,9c47a6932ee64b
9d803a67088d4a,SUM_SA_005_0342,2602de7301204f
28947ca837ee4a,SUM_SA_005_0355,071b4c8a04e740
5a2934d0c5ba4f,SUM_SA_005_0216,bdd1287a449644
bb0aa5e1349348,CEM_SA_005_0571,abc22bee34ed41
deb8e742e56e40,ODI_SA_005_0023,9c47a6932ee64b
99990c6363684e,SUM_SA_005_0375,071b4c8a04e740
ab8346cd01f442,Platzi_005_0073,071b4c8a04e740
d919eb27405a49,SUM_SA_005_0315,071b4c8a04e740
750edd556eec4c,SUM_SA_005_0252,bdd1287a449644
96f7767a789846,GRA_SA_003_0053,73c5ca184fbf43
0f589bf43e2547,CEM_SA_005_0676,bdd1287a449644
2a126d3a608345,CEM_SA_005_0560,9c47a6932ee64b
acae515afdde48,SUM_SA_005_0367,071b4c8a04e740
3b126f38771247,GRA_SA_005_0002,73c5ca184fbf43
441d5356c3e146,SUM_SA_005_0374,071b4c8a04e740
491dc6248d454d,SUM_SA_005_0218,bdd1287a449644
b9682d69da5342,CLS_SA_005_0065,2602de7301204f
30d887a9d60b44,SUM_SA_005_0283,a439f7ee220f44
1779576543384f,SUM_SA_005_0310,bdd1287a449644
0ffd0e9824fb4f,SUM_SA_005_0325,2602de7301204f
cb6169beb1e34b,SUM_SA_005_0390,071b4c8a04e740
f15cd54251bd48,GRA_SA_005_0003,d0a7c1db33234f
2f295b980c2e48,CEM_SA_005_0558,9c47a6932ee64b
4cd5b9368bba41,SUM_SA_005_0079,c8aab43657414c
0687ad3ca43b4e,SUM_SA_005_0104,bdd1287a449644
c068195da92845,SUM_SA_005_0344,a5a9b4dfcd6b4b
6f3cdefea1b540,SUM_SA_005_0251,bdd1287a449644
228cc04ae51f42,SUM_SA_005_0337,bdd1287a449644
8c722abe93d244,CEM_SA_005_0575,51e239db11e744
5cf86b0e80d74f,SUM_SA_005_0327,071b4c8a04e740
847a609e9ab84c,CEM_SA_005_0063,bdd1287a449644
b367ff5519c04a,SUM_SA_005_0298,071b4c8a04e740
3070828dcb0140,ODI_SA_005_0011,9c47a6932ee64b
cd65211f6def4a,ODI_SA_005_0027,9c47a6932ee64b
343d47c2fee442,SUM_SA_005_0197,bdd1287a449644
8ffb638e679442,CEM_SA_005_0227,bdd1287a449644
f6f3e211fcb142,SUM_SA_005_0289,a439f7ee220f44
8814b9d083294d,SUM_SA_005_0258,73c5ca184fbf43
d4381f5a140041,SUM_SA_005_0280,2602de7301204f
0026d0c29ed843,SUM_SA_005_0224,071b4c8a04e740
91d7f52be60c4d,SUM_SA_005_0220,301d002e88f04b
de3a2b3a160940,SUM_SA_005_0248,071b4c8a04e740
a0078c95d6f044,SUM_SA_015_0020,071b4c8a04e740
38f082053eee4d,SUM_SA_005_0060,b7f1bf97db094e
d8449c2647c14d,CEM_SA_005_0220,c8aab43657414c
d9bcce17d5d847,SUM_SA_005_0273,9c47a6932ee64b
3aae1bad828140,CEM_SA_005_0064,bdd1287a449644
03606d41664e40,SUM_SA_005_0172,071b4c8a04e740
0a3b40bd32364e,SUM_SA_005_0305,bdd1287a449644
1263d9f1297f45,SUM_SA_005_0300,ad870281f8fd43
0f4724c3a7bb48,SUM_SA_005_0246,bdd1287a449644
2e1c03da3c4c45,SUM_SA_005_0285,bdd1287a449644
16ad430f217e43,CEM_SA_005_0556,c8aab43657414c
71dd8efb3b004d,CEM_SA_005_0578,071b4c8a04e740
8dffc231cf174a,SUM_SA_005_0313,6c3dfc4d6cc747
04a52f399fc044,SUM_SA_005_0354,071b4c8a04e740
3294ae9764eb46,SUM_SA_005_0346,bf07f55cf5d04e
ffe6e3f0c9f74f,SUM_SA_005_0228,071b4c8a04e740
f9d15ffdeb6843,SUM_SA_005_0345,6c3dfc4d6cc747
99c6dc867de240,CLS_SA_005_0045,bdd1287a449644
9ad09f1e2ef641,SUM_SA_005_0324,071b4c8a04e740
3de6a748f33b44,CEM_SA_005_0057,c8aab43657414c
52131d25533d4b,SUM_SA_005_0293,f24d3fdab2b24c
293ee5d779e54b,SUM_SA_005_0230,bdd1287a449644
ef9f0294d1dd41,SUM_SA_005_0376,071b4c8a04e740
b4ec01f550a941,CLS_SA_005_0054,1ac3f0b2f1a042
75f0376a374f49,SUM_SA_005_0057,d0a7c1db33234f
fe0531acbb2c4b,SUM_SA_005_0353,071b4c8a04e740
008064d1737a44,SUM_SA_005_0078,d0a7c1db33234f
2af0582de46344,ODI_SA_005_0019,9c47a6932ee64b
bc4d22de7b7d41,SUM_SA_005_0378,071b4c8a04e740
25268ef712a541,SUM_SA_005_0244,bdd1287a449644
d35bd42ac9ab43,SUM_SA_005_0302,071b4c8a04e740
5d83863cb1224e,SUM_SA_005_0063,d0a7c1db33234f
0a6ac0b9472d4a,SUM_SA_005_0047,b7f1bf97db094e
ebc083d6898047,SUM_SA_005_0062,c8aab43657414c
abd49a859f6846,SUM_SA_005_0215,d6e8174453d24e
963b0abb827c40,SUM_SA_005_0288,071b4c8a04e740
d255816c34d34d,SUM_SA_005_0009,d0a7c1db33234f
a2794f1bd80d4b,SUM_SA_005_0076,9c47a6932ee64b
b3891b8f73e140,SUM_SA_005_0369,071b4c8a04e740
d624db270b8641,SUM_SA_005_0206,9c47a6932ee64b
f80adfd27e9648,SUM_SA_005_0072,b7f1bf97db094e
dcd766e73e4249,SUM_SA_005_0372,071b4c8a04e740
52a487c737fb49,SUM_SA_005_0091,c8aab43657414c
a0ba4566665545,CEM_SA_005_0051,449ec2d3ece745
76afd804097c4f,SUM_SA_005_0270,071b4c8a04e740
17155e8797ec41,CEM_SA_005_0041,6ff5d68fca8949
94bfc5c7f8454f,SUM_SA_005_0243,071b4c8a04e740
adbcd492e96240,SUM_SA_005_0011,d0a7c1db33234f
4ad37b478dd54a,SUM_SA_005_0269,a439f7ee220f44
8fe97a9e672a40,SUM_SA_005_0059,d0a7c1db33234f
36f70813fbaa43,CLS_SA_005_0058,1ac3f0b2f1a042
32a64b5eb4284b,SUM_SA_005_0268,071b4c8a04e740
42c7caabb7c34e,CEM_SA_005_0224,9c47a6932ee64b
964f2acf2cba4e,CEM_SA_005_0054,9c47a6932ee64b
486595e7f2a54d,SUM_SA_005_0284,bdd1287a449644
211db9430d924f,ODI_SA_005_0010,9c47a6932ee64b
220ab5c5f9bb4e,SUM_SA_005_0379,071b4c8a04e740
4f581ed8a6a741,CLS_SA_005_0064,071b4c8a04e740
b80128e71ba648,SUM_SA_005_0239,bdd1287a449644
aad694d7fb184d,SUM_SA_005_0235,071b4c8a04e740
863c140aed0f40,SUM_SA_005_0279,bdd1287a449644
7c63fb1f2ffd4f,SUM_SA_005_0240,071b4c8a04e740
6b384f36b7724a,SUM_SA_005_0338,2602de7301204f
e1dfb0ba187c4f,CEM_SA_005_0058,8da8b207c7824a
0232a96a7e3042,SUM_SA_005_0241,bdd1287a449644
7b7e6ea128384c,SUM_SA_005_0098,2602de7301204f
77ec26b26c0240,SUM_SA_005_0238,071b4c8a04e740
c5127512b74f4a,SUM_SA_005_0014,d0a7c1db33234f
00559354c6c945,SUM_SA_005_0077,d0a7c1db33234f
bf2d79210d1b47,SUM_SA_005_0223,bdd1287a449644
f2cc178ef51548,SUM_SA_005_0307,071b4c8a04e740
567c1439fcd64c,SUM_SA_005_0237,7a00282d3e454c
dc90fee231c445,SUM_SA_005_0265,a439f7ee220f44
bd885569d5fa4f,ODI_SA_005_0015,9c47a6932ee64b
9cb36f89ddb041,SUM_SA_005_0234,071b4c8a04e740
4bb9046474eb47,SUM_SA_005_0362,071b4c8a04e740
63ae241e370546,SUM_SA_005_0321,f823c92082fa4c
8db4e0e1f6b646,SUM_SA_005_0318,bdd1287a449644
5da44c970ad84d,SUM_SA_005_0012,d0a7c1db33234f
d5451f86603142,SUM_SA_005_0373,071b4c8a04e740
9b7d329806954e,SUM_SA_005_0015,d0a7c1db33234f
2c61726e00fe48,SUM_SA_005_0385,99143997724d47
56f4a5ff837040,CEM_SA_005_0040,6ff5d68fca8949
83210992d91649,SUM_SA_005_0100,f91250746d9b4f
290bbb6403c049,SUM_SA_005_0278,6f79c5daffcf41
b6bc9207361f4a,SUM_SA_005_0349,071b4c8a04e740
640a8c5d5a9647,SUM_SA_005_0358,071b4c8a04e740
949da5160b3c4a,GRA_SA_005_0004,bdd1287a449644
6375a6f1824542,SUM_SA_005_0326,071b4c8a04e740
91d4c224d9ff4e,SUM_SA_005_0055,d0a7c1db33234f
ce496e4f53bc46,CEM_SA_005_0557,bdd1287a449644
3b2fdc6e18494b,ODI_SA_005_0022,9c47a6932ee64b
22af978b0b6145,SUM_SA_005_0314,bdd1287a449644
70a3c97895e948,SUM_SA_005_0073,b7f1bf97db094e
bf32b2159c9a46,CLS_SA_007_0087,89a6c8820df042
33f3844f499d4f,SUM_SA_005_0266,071b4c8a04e740
9c18d43c76b448,SUM_SA_005_0198,071b4c8a04e740
f0d132bfc89e4d,SUM_SA_005_0080,d0a7c1db33234f
c868a4b1952f41,SUM_SA_005_0207,46f4d847857e43
1d1a46144d6b48,SUM_SA_005_0046,c8aab43657414c
f2b6ace2e3bb47,SUM_SA_005_0221,bdd1287a449644
75e77a2212e74c,SUM_SA_005_0389,bdd1287a449644
d0e15365d68e47,CEM_SA_005_0062,9c47a6932ee64b
1a3c44e85b2c47,CEM_SA_005_0580,071b4c8a04e740
3f3bc929d0ef4b,ODI_SA_005_0020,9c47a6932ee64b
34cd322c1c794a,ODI_SA_005_0029,bdd1287a449644
6f9fe7ff20ba41,SUM_SA_005_0067,b7f1bf97db094e
e15a2acf40ce4c,SUM_SA_005_0366,4e201b52a0d349
8bfed48e80f44b,ODI_SA_005_0014,9c47a6932ee64b
705f94eeb6514a,SUM_SA_005_0074,c8aab43657414c
a706b7760ea143,CEM_SA_005_0586,071b4c8a04e740
8bfab7b0dca241,SUM_SA_005_0106,071b4c8a04e740
039fde116cf443,SUM_SA_005_0225,bdd1287a449644
4d14956cf22a41,CLS_SA_005_0046,b7f1bf97db094e
af64fc058da14f,ODI_SA_005_0013,9c47a6932ee64b
c1319dcbaf624a,SUM_SA_005_0070,89a6c8820df042
a9576f520bad4e,CLS_SA_005_0057,1ac3f0b2f1a042
b199ad9277c743,SUM_SA_005_0089,fa821670c9eb48
7b085d67bbb64e,CEM_SA_005_0052,d0a7c1db33234f
0ad5c1d8096d42,CEM_SA_005_0225,bdd1287a449644
5a9025808b5844,SUM_SA_005_0097,071b4c8a04e740
93ca2e5b3c4a41,CLS_SA_005_0056,1ac3f0b2f1a042
434a9bd49e8a49,SUM_SA_005_0212,071b4c8a04e740
7195dab1caf44d,CEM_SA_005_0223,9c47a6932ee64b
6431d9a0cebd42,SUM_SA_005_0016,d0a7c1db33234f
8b2e82215d8f4b,SUM_SA_005_0250,bdd1287a449644
a7c952f0ee6042,SUM_SA_005_0339,99143997724d47
dcf4c27da98c4b,SUM_SA_005_0286,071b4c8a04e740
292a53f2b6a040,ODI_SA_005_0024,9c47a6932ee64b
e34d921b1a6e44,SUM_SA_005_0087,bdd1287a449644
c1c741de3b2341,SUM_SA_005_0323,071b4c8a04e740
5c768978ff0045,SUM_SA_005_0341,2602de7301204f
b879ed92291c4f,SUM_SA_005_0082,89a6c8820df042
f37be785c5c44e,CLS_SA_005_0059,bdd1287a449644
ccc189b2aac14f,CLS_SA_005_0053,fa821670c9eb48
6508aaf2821443,SUM_SA_005_0020,d0a7c1db33234f
b82d9c2f679048,CEM_SA_005_0559,9c47a6932ee64b
a82d25d95b6749,CEM_SA_004_0006,d0a7c1db33234f
e6a3e19abbcb40,SUM_SA_005_0194,fa821670c9eb48
14fa9361dc604e,SUM_SA_005_0236,bdd1287a449644
c72f11041e324a,CLS_SA_005_0032,89a6c8820df042
462ab4bbed334c,SUM_SA_005_0084,b7f1bf97db094e
691d958264a746,CLS_SA_001_0021,385fbe0340c64f
5f61181875bb48,GRA_SA_001_0039,63f28fc5bd9c46
b4ef412bac734b,CLS_SA_001_0022,385fbe0340c64f
66d5a272b51c48,CEM_SA_001_0469,385fbe0340c64f
d3ab960e728b48,CLS_SA_001_0023,385fbe0340c64f
96b8ab20e19a46,CEM_SA_001_0215,21b801f13d544f
d19945d26d2d4a,SUM_SA_001_0137,828d4f79815246
063366d456b04f,SUM_SA_001_0049,828d4f79815246
d1eea5b8628a4f,SUM_SA_001_0059,828d4f79815246
c576dc04c21845,CEM_SA_001_0109,828d4f79815246
23e034932a7040,SUM_SA_001_0095,828d4f79815246
24b33cc7ad3341,SUM_SA_001_0205,385fbe0340c64f
ac999be92f2249,SUM_SA_001_0073,3a676208432546
deaae6225d1340,SUM_SA_001_0142,385fbe0340c64f
42a5f16168954a,GRA_SA_001_0054,828d4f79815246
e71d7c44eca64a,ODI_SA_001_0001,71d9c012679349
f09a0f21f54a47,SUM_SA_001_0248,385fbe0340c64f
cf39c90cf2a449,CEM_SA_001_0082,0
0a2c573703c64d,CEM_SA_001_0611,63f28fc5bd9c46
2d80ee8b03954d,CLS_SA_001_0017,828d4f79815246
27219ec7a9644a,CEM_SA_001_0094,71d9c012679349
ed4f4ae840284f,ODI_SA_001_0064,63f28fc5bd9c46
bc42e4d822ae4e,ODI_SA_001_0081,828d4f79815246
90501c2150024d,CLS_SA_001_0074,385fbe0340c64f
f0b4dfe5b46e4d,CLS_SA_001_0048,828d4f79815246
064bcbbfa84b47,ODI_SA_001_0085,828d4f79815246
6e3d67874d6444,CEM_SA_001_0160,3a676208432546
81551c2f7ed64a,SUM_SA_001_0274,385fbe0340c64f
fb59036afeb441,SUM_SA_001_0214,71d9c012679349
1d2c7ca8231749,GRA_SA_001_0042,385fbe0340c64f
4810a1e68a044a,GRA_SA_001_0043,385fbe0340c64f
86cde8494e974d,CEM_SA_001_0555,385fbe0340c64f
565b608fb7f842,CEM_SA_001_0519,71d9c012679349
57adb51eab6e4a,CLS_SA_001_0003,385fbe0340c64f
e25514d3c5b745,CEM_SA_001_0421,0
2bc8493cbf5548,CEM_SA_001_0528,71d9c012679349
02229ec03f4942,SUM_SA_001_0219,385fbe0340c64f
8bfe8da2d5d04b,CEM_SA_001_0596,385fbe0340c64f
393284ca345240,CEM_SA_001_0502,71d9c012679349
e4df4a86f2fe43,CEM_SA_001_0509,71d9c012679349
f2c33dbdf0c64b,CEM_SA_001_0095,71d9c012679349
646116844fc243,CLS_SA_001_0077,385fbe0340c64f
29d660b3f07547,CEM_SA_001_0493,71d9c012679349
0af8fd2869fe40,CEM_SA_001_0522,71d9c012679349
d2a090bbec3f41,ODI_SA_001_0046,385fbe0340c64f
2b5fd428a75b4d,GRA_SA_001_0008,385fbe0340c64f
d0fb4f2f7d7c49,CLS_SA_001_0019,828d4f79815246
860de35351bc47,SUM_SA_001_0080,828d4f79815246
076d5aed283a46,CLA_SA_002_0062,77ad5d7badbf44
d01a9e1155cf42,ODI_SA_001_0066,828d4f79815246
a7a49b8049854b,CEM_SA_001_0422,71d9c012679349
70c43f82826941,CEM_SA_001_0175,71d9c012679349
62b7241047d94a,SUM_SA_001_0183,71d9c012679349
41ceac34991949,CLS_SA_001_0088,385fbe0340c64f
c37ffc5fbc5b4c,CEM_SA_001_0572,21b801f13d544f
c12a7d45b2c344,CEM_SA_001_0070,63f28fc5bd9c46
90bdb505dead4d,SUM_SA_001_0237,71d9c012679349
63a1088aa09942,CEM_SA_001_0144,71d9c012679349
6f9aa34626d848,CEM_SA_001_0618,75a682ed2a0f45
ed6085bffd9c49,CEM_SA_001_0568,828d4f79815246
b8c94c40f52841,CEM_SA_001_0101,828d4f79815246
