idInforme,categoriaInforme,nombreTrabajo,idArea
015ab888889040,OPERATIVE UNIONIZED,SUPERVISION MANTENIMIENTO SUBESTACIONES TYD,08a1d62c7ac44f
0b131624132e49,OPERATIVE UNIONIZED,FRONTERAS COMERCIALES,1ff61b68b2634d
86ae88f90b4540,ADMINISTRATIVE UNIONIZED,SUPERVISION MANTENIMIENTO SUBESTACIONES TYD,de3bb28351734d
fb6de6ac285549,OPERATIVE UNIONIZED,SUPERVISION MANTENIMIENTO SUBESTACIONES TYD,de3bb28351734d
55d6ef25049143,ADMINISTRATIVE,ANALISIS INFORMACION TECNICA,2aca1654a48b49
b535b8f1229d43,OPERATIVE UNIONIZED,PROTECCION Y TELECONTROL ZONA,08a1d62c7ac44f
18251be3907442,OPERATIVE UNIONIZED,LIDER LINEAS Y REDES,051b0c9142934e
bb5afe64687b4d,ADMINISTRATIVE UNIONIZED,CONFIABILIDAD MEDIDA,e0904c49ab3e43
3ef29247d5d145,OPERATIVE UNIONIZED,AUDITORIA - JUNIOR,4d02218f5c7143
a40bbc4223584d,ADMINISTRATIVE UNIONIZED,LIDER FACTURACION MEDIDA,59b074eb167d4f
8d197f5fb66841,PRACTICUM STUDENTS,ESTUDIANTE EN PRACTICA,772cbcad313b4d
ba41f4efb11545,PRACTICUM STUDENTS,ESTUDIANTE EN PRACTICA,c0ae6b3c411a46
9fbcbac993ab48,PRACTICUM STUDENTS,ESTUDIANTE EN PRACTICA,ba394b2721b34a
53fda2cdfdfc4d,PRACTICUM STUDENTS,ESTUDIANTE EN PRACTICA,4d02218f5c7143
226d269d7bce46,APPRENTICE IN PRODUCTIVE PERIOD,APRENDIZ SENA,7efeee8cb8884e
b8c5015b754d4b,APPRENTICE IN PRODUCTIVE PERIOD,APRENDIZ SENA,3f8f57a42fa94a
d0a3b9614e9e41,PRACTICUM STUDENTS,ESTUDIANTE EN PRACTICA,0077b674c93b44
c921c911c19b4e,OPERATIVE,ESTUDIANTE EN ENTRENAMIENTO,4d02218f5c7143
4f0a1e8ed03947,ADMINISTRATIVE UNIONIZED,DESARROLLO DE PROYECTO,2ae1ea4054984c
406e91aac0fb40,ADMINISTRATIVE UNIONIZED,DISEÑO MEDIOS AUDIOVISUALES,36a742f16f5b45
4cc9e1d3205a49,ADMINISTRATIVE UNIONIZED,CUMPLIMIENTO,dc9b008c911b43
29e0687b547540,ADMINISTRATIVE,SOLUCIONES DOTACION,18218e4051b348
0cc29aeec25f4b,ADMINISTRATIVE UNIONIZED,COMUNICACIONES INTERNAS,4822a4d900a34c
c43542f61af145,ADMINISTRATIVE,ANALISIS OPERACION DE LA MEDIDA,2b574c98a35344
77d2d8cfa50b46,ADMINISTRATIVE UNIONIZED,DISEÑO EXPERIENCIAS CLIENTES I,16e7c697e6ea4a
56423c279beb48,ADMINISTRATIVE UNIONIZED,GESTION SST,0c358c9fbfc540
743579ac7a0a47,ADMINISTRATIVE,ANALISIS TECNOLOGIAS OPERACION TYD,3c72c884c65745
9a8628f7854742,ADMINISTRATIVE UNIONIZED,GESTION PROYECTOS TYD I,7181bbbf95d049
afc51c54373c4a,OPERATIVE,MULTISERVICIOS,6fb02a59e0f748
21f5a05f5c3e4c,OPERATIVE UNIONIZED,DELINEANTE INGENIERIA SISTEMAS FOTOVOLTAICOS,97e2cac8b45c4b
a769eba5ae0847,PRACTICUM STUDENTS,ESTUDIANTE EN PRACTICA,6b82e7365afa4f
0191db8d2da94d,OPERATIVE UNIONIZED,DEVOPS II,81b6778de4e74b
6b66cfe9a83b47,ADMINISTRATIVE UNIONIZED,DISEÑO ELECTROMECANICO SUBESTACIONES,a18a4eb3624d4d
699e6774fe4e4b,ADMINISTRATIVE,SUPERVISION MEDIDA,c256858d0cf24d
62ef23d0eafa43,ADMINISTRATIVE,PROGRAMACION MANTENIMIENTO,faa5d952245f45
328a73d6b11d43,ADMINISTRATIVE UNIONIZED,ANALISIS DEMANDA Y CONTROL ENERGIA,78e0cd97703942
a7d60611f2ec49,ADMINISTRATIVE,ALMACENISTA,f1a51342f5094c
bb4ca026a34d43,OPERATIVE UNIONIZED,ELECTRICISTA DISTRITOS TERMICOS,6274f1da596c42
8d92e2084dcd4d,OPERATIVE UNIONIZED,OPERACION Y MANTENIMIENTO CENTRALES GENERACION,56bc51ce5a984c
0669245e37b44b,ADMINISTRATIVE UNIONIZED,ANALISIS Y OPERACION TIEMPO REAL,9ee4509b8a994f
ba3aed75f8e64c,OPERATIVE,OPERACION Y MANTENIMIENTO CENTRALES GENERACION,56bc51ce5a984c
e6b843947a444d,ADMINISTRATIVE,LIDER PROYECTOS TYD,3e75beba411c42
d1e7d9712f604c,ADMINISTRATIVE,LIDER PROYECTO REDUCCION DE PERDIDAS ZONA,750001d0a69440
2ded2cb66a8c4b,ADMINISTRATIVE,PROYECTOS PARTICULARES,08cbbfa5da854b
509f05804c7e4e,OPERATIVE,PROCESOS COMERCIALES II,eb1a3430b5ed40
cfeaeafe7f8e48,ADMINISTRATIVE UNIONIZED,INSTRUMENTACION PRESAS E INFRAESTRUCTURA CIVIL,5a9cbe517d6e49
e8765904f79646,ADMINISTRATIVE UNIONIZED,AMBIENTAL CENTRALES HIDRAULICAS,78f273a7a94f41
5ce900f15de44c,OPERATIVE,EXPERIENCIAS DE SERVICIO,767e3646655447
545e8b7458a549,OPERATIVE UNIONIZED,MANTENIMIENTO ELECTRICO CENTRALES,9daee2e1db1a4a
8e268d005e7349,ADMINISTRATIVE,GESTION EDIFICIOS INTELIGENTES,f8cadc9272944e
a4efa8a0f3514d,ADMINISTRATIVE UNIONIZED,OBRAS MTBT,d319fbfddc2a4e
ae05fdae8aae4e,ADMINISTRATIVE UNIONIZED,RELACIONAMIENTO SERVICIOS ADMINISTRATIVOS,f8cadc9272944e
e8afadd3a50b49,ADMINISTRATIVE,SISTEMAS FOTOVOLTAICOS,97e2cac8b45c4b
f1d8cff101cc48,ADMINISTRATIVE UNIONIZED,LIDER CENTRO DE OPERACIONES TIEMPO REAL INTERNET,7efbc5dd69d44d
a28232e0626543,ADMINISTRATIVE UNIONIZED,MANTENIMIENTO MECANICO CENTRALES,206c70fc142140
e1060fdd987c47,ADMINISTRATIVE UNIONIZED,TRADE MARKETING,9889d5613dd741
6216421efcaa42,ADMINISTRATIVE,PLANEACION OBRAS MT BT,a0c61b40b13d4d
ccd972fd9c1440,ADMINISTRATIVE,SOLUCIONES ENERGETICAS,3cd485e7eb6b4d
a2db4eeb1e8a47,OPERATIVE,ANALISIS CONTABLE II,f40fb661e49a4e
6f6e0d47178c45,ADMINISTRATIVE,COMERCIAL CUENTAS CLAVES,b533cbb5c1874b
1807ab5216de43,ADMINISTRATIVE,ANALISIS Y OPERACION TIEMPO REAL,9ee4509b8a994f
2b7b1edf77dc40,ADMINISTRATIVE,EJECUCION PROYECTOS EFICIENCIA ENERGETICA I,3cd485e7eb6b4d
a7d80029051d48,ADMINISTRATIVE,ANALISIS Y OPERACION TIEMPO REAL,7e14712ff68d49
8baf26012b4446,OPERATIVE,GESTION OPERATIVA CONTRATOS,7056d13aa0b74b
610ab4bc72124b,ADMINISTRATIVE,LIDER EXPERIENCIAS DE SERVICIO ZONA,a90942558d2549
a1eaa81aa7d640,OPERATIVE,EXPERIENCIAS DE SERVICIO,f7ac6187c3734e
3d12399b6cb245,OPERATIVE,EXPERIENCIAS DE SERVICIO,f8438223f14941
a266c2674a7741,ADMINISTRATIVE,DISEÑO CIVIL TYD,a18a4eb3624d4d
d8e2cf13797f45,ADMINISTRATIVE,ASEGURAMIENTO DEL SERVICIO,65a6e25447d94c
7a28ffaeeef44e,ADMINISTRATIVE,OPERACION ACTIVOS RED ACCESO Y TRANSPORTE INTERNET,44b14805ab594c
f9555aa5d7324a,ADMINISTRATIVE,GIS RED,3c72c884c65745
b116d142a0c240,OPERATIVE,ASEGURAMIENTO DEL SERVICIO,f7ac6187c3734e
1f4d8aca96bf48,OPERATIVE,EXPERIENCIAS DE SERVICIO,f46328f616ce47
32221c25343348,ADMINISTRATIVE,ASEGURAMIENTO CICLO COMERCIAL,c256858d0cf24d
3f6d3d5425af45,ADMINISTRATIVE,GESTION SST PROYECTOS,3e1497f1ef324a
93b59121a1d746,ADMINISTRATIVE,COMERCIAL CUENTAS CLAVES,e828b35227a84f
db6cd7678fbb4d,OPERATIVE,FACTURACION,9ee4e7df0b6b45
b663b86cb6724a,ADMINISTRATIVE,GESTION OPERATIVA Y TECNICA INGENIERIA PARA EL DESARROLLO,0d0d9266575846
893148325b8644,ADMINISTRATIVE,COMERCIAL CUENTAS CLAVES,eb6c66e4cac243
266482e9570a4f,ADMINISTRATIVE,COMERCIAL CUENTAS CLAVES,51d94d9cc06448
93163d28acf442,ADMINISTRATIVE,CONFIABILIDAD MEDIDA,e0904c49ab3e43
b6964425cee140,ADMINISTRATIVE,LIDER CREDITOS,d26b4fd6af554c
2f9cb2b806a240,ADMINISTRATIVE,CALIDAD TECNICA OPERACION INTERNET,44b14805ab594c
3bbc17ecc8934e,OPERATIVE,OPERACION MOVIL,cfcd6e2df57046
cb0a8ec5e00944,ADMINISTRATIVE,GESTION PROVEEDORES,3f8f57a42fa94a
08ab064bc13c4b,OPERATIVE UNIONIZED,OBRAS MTBT,d319fbfddc2a4e
faab08b2b68a4b,ADMINISTRATIVE UNIONIZED,LIDER SST PROCESOS DE NEGOCIO,17ed072e724348
9f2fec7b34d244,ADMINISTRATIVE,SISTEMAS FOTOVOLTAICOS,b2301a8c9a0f4d
3db06a9b621144,ADMINISTRATIVE,CONFIABILIDAD MANTENIMIENTO TYD,ac54416759ca4c
1dd2832d557d47,ADMINISTRATIVE,LIDER PROTECCIONES AUTOMATIZACION Y CONTROL,32564338896e44
633cae069b4842,OPERATIVE,LIDER AGUAS INGENIERIA DE APOYO,5030bb22369c41
ae050eb8d6d14d,OPERATIVE UNIONIZED,ALMACENISTA,c66daef7eb2942
2d614410b03942,OPERATIVE,SUPERVISION MEDIDA,b98a87a75fe245
a6b1a840400741,OPERATIVE,SUPERVISION MANTENIMIENTO TYD,051b0c9142934e
4cd55d9d34eb44,OPERATIVE,CONTROL INVENTARIOS,3f8f57a42fa94a
a37c303a1f194f,ADMINISTRATIVE,LIDER MANTENIMIENTO ELECTRICO CENTRALES GENERACION,9daee2e1db1a4a
908eafeb4df947,ADMINISTRATIVE,ANALISIS OPERACION,85344ef356d346
4d23413eb9884a,ADMINISTRATIVE,EJECUCION PROYECTOS EFICIENCIA ENERGETICA II,3cd485e7eb6b4d
f0d1de71abc04e,ADMINISTRATIVE,ANALISIS Y OPERACION TIEMPO REAL,93ea2946eb664c
15365249a9b745,ADMINISTRATIVE,FACTURACION,9ee4e7df0b6b45
033e873c66784d,ADMINISTRATIVE,CONFIABILIDAD MANTENIMIENTO TYD,262a099ec5ce4f
cf81088f07ec41,OPERATIVE,MANTENIMIENTO RUTINARIO MECANICO CENTRALES GENERACION,d6d51a1504c84f
cc8737be2bcc4b,OPERATIVE UNIONIZED,OPERACION Y MANTENIMIENTO CENTRALES GENERACION,d6d51a1504c84f
8fb960abd8b74a,OPERATIVE UNIONIZED,SUPERVISION MANTENIMIENTO SUBESTACIONES TYD,166adf86235e4d
36115cb2868240,ADMINISTRATIVE,AUDITORIA,4d02218f5c7143
fe8171d3657d43,ADMINISTRATIVE,DISEÑO ELECTROMECANICO SUBESTACIONES,a18a4eb3624d4d
a64763dce1a841,ADMINISTRATIVE,LIDER PROYECTOS TECHOS FOTOVOLTAICOS,2d363a4a78424d
75a80b50fc4c48,OPERATIVE,OPERACION TIEMPO REAL,7e14712ff68d49
